street_address,city,postal_code,price,longitude,latitude,rental_type,bedrooms,bathrooms,sqft,description_text,year_built,parking_spots
"455 Front Street #N324, Toronto",Toronto,M4W 2A4,2450.0,-79.3944121,43.6426167,Apartment,,,,,,
169 St George,Toronto,M5R2M2,1640.0,-79.40070899999999,43.6708741,Apartment,0.0,1.0,500.0,"Right in the central Annex district of Downtown Toronto, 169 St. George offers one bedroom apartments for rent. The metropolitan Bloor Street's subway and transit are only a couple blocks south, and the University of Toronto campuses begin just a few steps further!\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
Avenue Park Apartments,Toronto,M5R2G9,1850.0,-79.39525549999999,43.6728102,Apartment,0.0,1.0,742.0,"Located on Avenue Road in the esteemed Yorkville district, Avenue Park offers a rooftop terrace for residents of its studio, one and two bedroom apartments for rent. Bloor Street's metropolitan shops and restaurants are only a few steps away, while Queen's Park and the city centre begin just a bit further south!\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
587 Avenue,Toronto,M4V2K4,1650.0,-79.4019404,43.6894417,Apartment,1.0,1.0,534.0,"Set in the Deer Park district of Downtown Toronto, 587 Avenue offers one bedroom apartments for rent. Restaurants, transit, and grocery stores are just a few blocks west on Yonge Street and St. Clair Avenue, while public schools and parks, like the K-Gardner Beltline, are spread throughout the neighbourhood!\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
Skyliner,Toronto,M5R2N9,1545.0,-79.4019404,43.6714339,Apartment,0.0,1.0,500.0,"Right in Downtown Toronto's central Annex district, Skyliner offers studio and one bedroom apartments for rent. The metropolitan Bloor Street's subway and transit are only a couple blocks south, and the University of Toronto campuses begin just a few steps further!\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
214 St George,Toronto,M5R2N8,1500.0,-79.4019404,43.6712116,Apartment,0.0,1.0,500.0,"Right in Downtown Toronto's central Annex district, 214 St. George offers studio, one, two, and three bedroom apartments for rent. The metropolitan Bloor Street's subway and transit are only a couple blocks south, and the University of Toronto campuses begin just a few steps further!\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
20 &amp; 72 Gamble Ave,East York,M4K 2G9,1290.0,-79.3536034,43.6895023,Apartment,1.0,1.0,,,,
20 &amp; 72 Gamble Ave,East York,M4K 2G9,1290.0,-79.3536034,43.6895023,Apartment,1.0,1.0,,,,
"403 Church Street, Toronto",Toronto,M4Y 0C9,2050.0,-79.3791622,43.6620699,Apartment,,,,,,
41 Dundonald Street,Toronto,M4Y 1K6,1829.0,-79.3822783,43.666207,Apartment,1.0,1.0,534.0,"Your new home at 41 Dundonald Street is situated in the heart of Toronto's Village community, close to Church and Wellesley. You're in the centre of the action here, but tucked away on a peaceful, tree-lined street, set among brick Victorian houses. Everything that you require or desire is easily available on foot. Walk to all the bars, restaurants, the LCBO, Allan Gardens, and the giant Loblaws at Maple Leaf Gardens. Yonge and Bloor and the fabulous Yorkville neighbourhood are only a 10-minute walk away, so you can engage in some retail therapy and leave Uber out of the equation. Ryerson University and U of T St. George Campus are both within walking distance and there are several schools and gyms nearby. When it's time to leave The Village, Wellesley Subway Station is a 3-minute stroll from your door.\n\nYour bright and modern rental suite is stylish and sleek. Of course, your pet is welcome, too! There are storage lockers to cut down on clutter, a separate storage room for your bicycle, and dedicated parking is available.\n\n41 Dundonald Street offers the ultimate setting for your unique story to unfold.\n\n Location Details  \n\nOur property is located in the heart of Toronto's beloved Village community \u2013 one of the most fun, hip and desirable neighbourhoods in Toronto. You're right in the action, close to Church and Wellesley , but tucked away on a quiet, tree-lined street full of Victorian brick houses.   \n\nTraveling across town has never been easier with the TTC at your doorstep! Wellesley Subway Station is only a three-minute walk from home. Boredom is not on the menu here as you're surrounded by lively pubs, cafes, restaurants, chic bars and lounges, and popular event venues. The property is also only a ten-minute walk from Yonge and Bloor and Yorkville \u2013 so it's easy for you to enjoy some retail therapy and take full advantage of all that those fabulous neighbourhoods have to offer.\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
31 Spencer Avenue,Toronto,M6K 2J9,1599.0,-79.4292,43.63509,Apartment,0.0,1.0,399.0,"Your rental community at 31 Spencer Avenue is located steps from Liberty Village \u2013 one of the hippest neighbourhoods in Toronto. You are right next to all the trendsetting shops and boutiques, restaurants and pubs, but tucked away on a quiet tree-lined street surrounded by lovely Victorian brick homes. Grab groceries with ease on foot at Longo's Liberty Village. Schools are within walking distance and the 501 Streetcar makes getting downtown a snap. Need some nature in your life? The greatest greenspace in the city is nearby. Spend your leisure time exploring the trails or watching the ducks swim in High Park.\n\nYour freshly-renovated rental apartment is pet-friendly and features a designer-inspired kitchen with quartz countertops and stainless steel appliances including a dishwasher. You'll love the convenience of the community's on-site laundry facilities. Relax and unwind on your private balcony. Live a stress-free lifestyle thanks to our on-site management team that can quickly deal with any maintenance issues you may have. Never worry about finding parking or scraping snow off your car thanks to your assigned underground parking spot.\n\nIf you're looking for a comfortable and peaceful place to call home with the convenience and excitement of the city all around you, you're looking for 31 Spencer Avenue.\n\n Location Details  \n\nLocated in the heart of hip Parkdale, near Liberty Village, your new neighbourhood is packed with trendy shops, bars, boutiques, and incredible restaurants. King Street West and Queen Street West are close at hand, so you'll never be bored. The 501 Queen & 504 King streetcars run 24/7, so you'll never be inconvenienced. Commuting from 31 Spencer Avenue is a piece of cake as we are minutes from the Gardiner Expressway and a speedy 10-minute streetcar ride to the center of downtown Toronto. The area boasts great private schools, public schools and Catholic schools, as well as many recreation facilities. BMO Field and Allan Lamport Stadium are within walking distance, so sports fans will have plenty of reason to celebrate. If you like to party, you'll love the nightlife in the area, you're within easy walking distance of Parts and Labour, The Drake Hotel and The Gladstone -- just to name a few local hotspots. When you need a healthy dose of nature, we are close to some of Toronto's best parks including High Park, Trinity Bellwoods, and the waterfront parks Marilyn Bell Park and Budapest Park.\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
157 &amp; 165 Jameson Avenue,Toronto,M6K 2Y4,1539.0,-79.43575,43.63767,Apartment,0.0,1.0,372.0,"Welcome to 157 Jameson Avenue, located in trendy Parkdale near Liberty Village. Your new community is packed with specialty shops, great restaurants, bars, and boutiques. There are public schools, private schools, and Catholic schools nearby and the 501 streetcar and the 24 -hour Queen Street streetcar easily connects you to downtown Toronto in minutes. Enjoy easy access to the Gardiner Expressway if you prefer to commute by car. Your home is a short walk away from the fabulous galleries and nightlife of Queen West, the trendsetting shops of Liberty Village, and the impressive restaurants of Roncesvalles Village. The CNE, BMO Field and Allan Lamport Stadium are all near your new neighbourhood. When you need to recharge in nature, stroll on the waterfront trail along Lake Ontario to High Park \u2013 the largest park in the city.\n\n>Your bright and modern rental apartment features sleek kitchens with subway tile and stainless steel appliances including a dishwasher. Relax after a long day, or get up early and watch the sunrise on your private balcony. Laundry facilities are located on-site and you'll never have to hunt for a parking space, or scrape ice off of your car, thanks to our underground parking area. Our friendly on-site management team will handle any maintenance issues, in the building or in your suite, quickly and professionally.\n\nYour new home at 157 Jameson Avenue offers you the comfort, convenience and style of city living at its best. Welcome to the next chapter of your story.\n\n Location Details  \n\nLocated in trendy Parkdale, near Liberty Village, your new neighbourhood is packed with chic and fun shops, bars, boutiques, specialty stores and excellent restaurants. Our property is conveniently located just a 10-second walk to the 24-hour Queen Street streetcar which will help you zip across town with ease. Commuting from here is hassle-free as we are minutes from the Gardiner Expressway and a mere 10-minute streetcar ride to the center of downtown Toronto. The fabulous galleries, shops and restaurants of Queen West are just five minutes away and you're only 10 minutes from the charming shops and restaurants of Roncesvalles Village. If you have children, you'll be pleased to learn that the area boasts private schools, public schools and Catholic schools, as well as many recreation facilities. Sports fans will love being close to BMO Field and Allan Lamport Stadium. You'll never be bored as the CNE, home to countless fun festivals, shows and events, is also only minutes away. There's a vibrant nightlife scene in the area with beloved Toronto landmarks like The Drake Hotel, Parts and Labour and The Gladstone located nearby. Nature lovers will appreciate that we are close to some of the city's best parks including High Park, Trinity Bellwoods, and the waterfront greenspaces of Marilyn Bell Park and Budapest Park.\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
85 Wellesley,Toronto,M4Y 1H8,1569.0,-79.3799,43.66567,Apartment,0.0,1.0,428.0,"Your new home at 85 Wellesley Street is situated in the vibrant heart of The Village, only steps from Church and Wellesley. Live in the centre of the action with the area's celebrated restaurants, bars, coffee shops and gyms within easy strolling distance. You can stop and smell the flowers at Allan Gardens as you head out to stock up on supplies at the enormous Loblaws at the former Maple Leaf Gardens. All the prime retail of Yorkville and the Yonge and Bloor hub are a super-easy, Uber-less walk from home. Wellesley subway station is 4 minutes away on foot and there is a TTC stop outside your door. Walk to Ryerson University and University of Toronto's St. George Campus in minutes. Everything you can imagine is all around you and easily accessible on foot \u2013 malls, schools, movie theatres, live theatre venues, even Yonge and Dundas Square. If it's not close by, you probably don't need it!\n\nYour renovated, stylish rental apartment features a designer-inspired kitchen with quartz countertops and stainless steel appliances including a dishwasher. You will love the luxurious convenience of in-suite laundry. Our friendly, on-site professional management team will make sure you never have to worry about any maintenance issues in your suite or in the building. Finding parking is a breeze thanks to our above-ground parking area. You'll feel safe and sound thanks to our monitored security cameras and upgraded intercom system. Of course, your pets are more than welcome here, too!\n\nWhy settle for less when you don't have to? 85 Wellesley Street provides the ultimate setting for your story.  \n\nLocation Details  \n\nOur property is located in the The Village , one of the most vibrant, entertaining, trendy and LGBTQ2+-friendly neighbourhoods in Toronto. The building is quite close to Church and Wellesley, the undeniable heart of The Village. The location couldn't be more perfect for young professionals or students \u2013 with the TTC at your doorstep, the Yonge-Wellesley subway station just a short walk away and U of T's St. George Campus and Ryerson University within easy walking distance. The property is also just a five-minute walk from the fabulous fashion boutiques of Yonge and Bloor, and a ten-minute walk from the chic streets and shops of Yorkville. A short walk south takes you to one of the greatest grocery stores in Toronto \u2013 the Loblaws located in what was once Maple Leaf Gardens. You'll never be bored in this neighbourhood as you're surrounded by countless fabulous restaurants, clubs, malls, Yonge and Dundas Square, movie theatres, cafes and boutiques.\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
630 Vesta,Toronto,M5N 1J1,2229.0,-79.42413,43.70322,Apartment,2.0,1.0,942.0,"Welcome home to the rental community at 630 Vesta Drive in Forest Hill North \u2013 one of the most stylish and sought-after neighbourhoods in Toronto. Your home is situated close to Bathurst and Eglington, yet tucked away on a peaceful residential street lined with mature trees and beautiful homes. This location is perfect for young professionals, working couples, and families. There are several great schools nearby including Forest Hill Collegiate, Upper Canada College and West Prep. You're only steps away from the fabulous cafes, restaurants and boutiques along Eglinton West. The TTC stops at your door and Spadina Eglinton subway station is only five minutes away. Yonge and Eglinton, and its trendsetting stores and entertainment venues, is close by as well.\n\n>Your renovated rental apartment features a sleek and stylish kitchen with quartz countertops, a large breakfast bar, and stainless steel appliances with a dishwasher. Enjoy the convenience of on-site laundry facilities. Our friendly on-site management team will ensure that you'll never have to worry about maintenance issues. You can rest easy knowing you're being looked out for with monitored security cameras and an upgraded intercom system. You never have to hunt for a spot here \u2013 your car will be secure in our underground parking area. And of course, your pets are welcome here, too.\n\nYour new life is waiting for you at 630 Vesta Drive.\n\n Location Details  \n\nOur property is located in Forest Hill North, one of the most stylish and desirable neighbourhoods in Toronto. The building is close to Bathurst and Eglinton , yet tucked away from the hustle and bustle of the area, in a residential section full of mature trees and beautiful homes. The location couldn't be more perfect for families \u2013 just minutes from Forest Hill Collegiate, Upper Canada College, West Prep and other amazing schools in the city. Traveling across town has never been easier with the TTC at your doorstep and the Spadina Eglinton subway station just five minutes away. Boredom is not an option here thanks to the many amazing cafes, restaurants and boutiques of Eglinton West. The property is also only five minutes from Yonge and Eglinton and all that the trendy neighbourhood has to offer.\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
Parkway Forest Towers,North York,M2J 1L6,1919.0,-79.3418648,43.7732919,Apartment,1.0,1.0,665.0,"Surround yourself with comfort and convenience at Parkway Forest Towers \u2013 a rental community in the Don Mills and Sheppard neighbourhood. There are schools, grocery stores and medical clinics within easy walking distance. Seneca College is nearby and the TTC is at your doorstep. You will also enjoy easy access to highway 404/DVP and 401. On the north side of Sheppard Avenue is Don Mills subway station and Fairview Mall \u2013 where you'll find over 200 stores and services including high-end boutiques and department stores, movie theatres and restaurants. The new Parkway Forest Community Centre is 5 minutes away on foot. They offer daycare and 50,000 square feet of recreational space. The Parkway Forest Outdoor Pool is steps from your door.\n\nThe comfort and convenience continue at home. Enjoy our fully-equipped fitness facilities, party room, and on-site laundry facilities. Your pet-friendly rental apartment features a private balcony \u2013 the perfect place to sit back and enjoy the view. Experience the peace of mind of an on-site management team, there to handle any maintenance issues that may arise. We also have monitored security cameras for your safety. You and your guests never need to worry about hunting for parking here. There are dedicated visitor parking spots for them and an assigned parking spot available for you.\n\nIt's time to elevate your lifestyle at Parkway Forest Towers (100 Parkway Forest Drive).\n\n Location Details  \n\nBe a part of the evolving community of Don Mills and Sheppard. Get to anywhere in the City within minutes with Don Mills Station just around the corner and highway 404/DVP and 401 only minutes away! On the North side of Sheppard Ave. East is Fairview Mall, which offers over 200 stores and services including high-end boutiques, major department stores, restaurants, and a movie theatre! The brand new Parkway Forest Community Centre will offer daycare, a pavilion, 50,000 square feet of recreational space, and an outdoor pool! Within walking distance, you'll find many grocery stores, schools, and parks. \n\nUtilities Included:  \n\n  * Heat\n  * Water",,
Lord Dufferin Apartments,Toronto,M6K 1Z4,1619.0,-79.4263436,43.63633129999999,Apartment,1.0,1.0,470.0,"Live on the edge of Liberty Village, one of Toronto's liveliest neighbourhoods, at Lord Dufferin Apartments. You're only steps from the trendsetting shops, cafes and pubs of the neighbourhood. Get your groceries on foot at Longo's Liberty Village, or catch some of the action at Allan Lamport Stadium. TTC buses and a streetcar stop outside your door and a 24-hour bus and streetcar are minutes away on Queen Street. The Exhibition GO station is nearby and access to the Gardiner Expressway and QEW couldn't be easier. There are schools within walking distance. You can stroll to the CNE grounds or the paved waterfront path along Lake Ontario. Spend sunny afternoons having a picnic in nearby High Park \u2013 the largest park in the city.\n\nYour renovated rental apartment features modern appliances, an open-concept kitchen and dark chocolate parquet floors. Take in breathtaking panoramic views of the lake or city skyline from your private balcony. Our condo-style amenities include concierge service, a sparkling outdoor swimming pool, fully-equipped fitness facilities, a party room, and on-site laundry facilities. Enjoy the peace of mind that comes with monitored security cameras and an on-site management team \u2013 there to quickly handle any maintenance issues that may arise. You and your friends never need to worry about hunting for a parking spot thanks to our dedicated visitor parking spaces and assigned parking space available for you. Your pet will love living here, too. Lord Dufferin Apartments is a Certified Rental Building.\n\nLive life on the edge while you enjoy all the comfort and convenience you could ask for at Lord Dufferin Apartments (200 Dufferin Street).\n\n Location Details  \n\nLive at the edge of one of Toronto's most vibrant neighbourhoods, Liberty Village! The Lord Dufferin is ideal for anyone who enjoys convenience. You are minutes to 24-hour bus and streetcar transit, the Exhibition Go Station, you are walking distance to Queen West shopping, a variety of parks, restaurants, coffee shops, and grocery stores, this location has it all!\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
Maple Leaf Square,Toronto,M5J 0A7,2599.0,-79.380732,43.6428614,Apartment,2.0,2.0,736.0,"Looking to be close to all the action Toronto has to offer? This building is located on the corner of York and Bremner Blvd and offers many amenities including gym/exercie room, meeting and function room, sauna, indoor and outdoor pool, partyroom, common roof top deck and business centre. \n\nLocation Details  \n\nIt is adjacent to the Scotia Arena and Jurassic Park with access to the 27 km PATH system, and is minutes to Toronto's waterfront, financial and entertainment district. Also located within the building itself is Longos, Starbucks, LCBO with access to the TD Bank and restaurants.",,
300 Front Street West #76,Toronto,M5V 0E9,1950.0,-79.38967,43.644375,Accommodation,1.0,1.0,572.0,"<p>Living at 300 Front Street West means adventure's only a block away in any direction: Catch a Jays game at the Rogers Centre, see the sharks at Ripley's Aquarium, hear the TSO at Roy Thompson Hall, catch drinks and some of Toronto's finest eats on King West, or see the latest in film at the TIFF Bell Lightbox. And the adventure doesn't stop when you get home: 300 Front Street West is overflowing list of modern amenities, including membership to its exclusive Three Hundred Club, which includes a yoga studio, private cabana lounges, and a unique rooftop infinity pool that stretches out high above the city. Built for those who want to gulp city life down&mdash;and still live with a touch of class&mdash;300 Front Street West epitomizes high-class living for the fun-lover, the urbanite, and the explorer.</p><p>Three Hundred Front Street West is&nbsp;your doorstep to Toronto.&nbsp;The Entertainment District's most popular attractions and&nbsp;destinations are located a short walk away.Convenient access to the TTC makes traveling simple and&nbsp;easy. Residents will have a wide selection of the finest&nbsp;dining, shopping, night life, and entertainment. Tridel's 300&nbsp;Front Street West is close to anything your heart desires. Suites feature quartz countertop,&nbsp;premium plank laminate flooring, stainless steel appliances&nbsp;or AEG appliances. En-suite laundry and alarm system also&nbsp;included.</p>\n\n Building Features  \nBarbecue Facility,Concierge,Fitness Centre,Hot Tub,Media Room,Outdoor Patio,Outdoor Swimming Pool,Party Lounge,Rooftop Terrace,Sauna,Security,Spa,Visitor Parking,Yoga Centre\n\n Location Details  \nDowntown",,
2177 Avenue Road,North York,M5M 4B7,1677.0,-79.4212886,43.7413835,Apartment,1.0,1.0,,,,
2175 Avenue Road,North York,M5M 4B6,1677.0,-79.4212007,43.7408572,Apartment,1.0,1.0,,,,
729-200 Dundas Street East,Toronto,M5A 1Z4,2250.0,-79.3740982,43.6573757,Apartment,,,,,,
82 Warren Road,Toronto,M4V 2R7,1649.0,-79.4065005,43.6853969,Apartment,0.0,1.0,,,,
Heathdale Court,York,M5P 3H9,1685.0,-79.4204605,43.6880505,Apartment,0.0,1.0,,,,
FORM #3698,Toronto,M5T 0B6,1995.0,-79.39067,43.651804,Accommodation,1.0,1.0,572.0,"<p>FORM, a boutique condominium&nbsp;is taking shape on McCaul Street in downtown Toronto immediately adjacent to the award-winning OCAD U &lsquo;table-top&rdquo; structure. A distinctive masterpiece at 14 storeys, FORM will present a striking figure on the lively streetscape, embodying the artistic, cultural and creative energy of its surroundings. Shape your ideal of exceptional living with contemporary interiors, standout finishes and expansive windows &ndash; designed for the way you live.&nbsp;Entertaining becomes an elevated experience. Being active has never been more invigorating. And a view of the city encompasses the most remarkable perspectives.&nbsp;From the rooftop lounge to the state-of-the-art fitness centre, FORM represents living in all its dimensions.&nbsp;We at Del Condominium Rentals strive to provide you with the best customer service, so contact us now to come and see it and experience the difference!</p>\n\n Building Features  \nDining Room,Elevator,Fitness Centre,Lobby,Outdoor Cabana Lounge,Party Lounge,Rooftop Terrace,Yoga Centre\n\n Location Details  \nDowntown",,
18 Yorkville,Toronto,M4W 3Y8,2600.0,-79.387865,43.6721944,Apartment,,,,,,
1650 Bathurst Street,York,M5P 3J7,1952.0,-79.4230735,43.6939485,Apartment,1.0,1.0,,,,
1065 Eglinton Ave West,York,M6C 2C9,1567.0,-79.4338608,43.6991997,Apartment,0.0,1.0,,,,
Widdicombe Place,Etobicoke,M9R 1Y3,2300.0,-79.552503,43.678128,Apartment,1.0,2.0,1137.0,"$500 Move In Bonus*\n\n* Select suites only for a limited time on your 12-month lease. Must apply by apply by July 31st. Terms and conditions apply.\n\nThank you for your interest in Widdicombe Place.  At this time, we are offering virtual tours, self-guided tours, or physically-distanced guided tours. Prior to visiting us, our Community Teams are required to ask a list of questions including possible COVID symptoms experienced by tour group and recent travel. You must always wear a mask (or face covering) while you visit us.  \n\\---  \n\nLooking for a family-friendly neighbourhood with all the conveniences you need? You'll love the luxury rentals at Widdicombe Place apartments in one of the most sought-after areas of Etobicoke.  \n\nOur location  \nThis Etobicoke location couldn't be better. With great schools, parks, libraries and community centres nearby, these apartments are perfect. Public transit is ideal with major TTC bus routes connecting you to the entire GTA. Major highway access is within minutes, including the 401 and 427. Walk to the many nearby parks and schools. Grab a coffee on your way to work. Do all your shopping at nearby Woodbine Shopping Centre and Sherway Gardens Mall. Spend an enjoyable evening at the movies at Kingsway Theatre and Rainbow Cinema. Stay active year round by golfing and curling at St. George's Golf & Country Club.  \n\nOur suites  \nChoose from spacious one, two or three-bedroom apartment or check out our premium penthouse suites. All luxurious suites include central air conditioning, hardwood flooring, roller shades and three modern appliances. Heat, water and air conditioning are included.  \n\nOur perks  \nMove into a premium rental apartment with a wonderful sense of community. Our many perks include a 24-hour concierge, fitness facility, indoor swimming pool, sauna and whirlpool. To make your workout even more complete, play a few games of racquetball or tennis on our courts or spend time in the billiards room. You can entertain friends and family in the modern social room with a fully-equipped kitchen.  \n\nWiddicombe Place is professionally managed by QuadReal Residential Properties LP.\n\n*Photos are not of exact suite available or indicative of product quality and finishing. All suites are unfurnished. Prices and availability are subject to change. Please inquire for up-to-the-minute information. Contact us for complete details regarding our Pet Policy.",,
74 Curlew Dr.,North York,M3A 2R3,1786.0,-79.3165626,43.7434257,Apartment,1.0,1.0,547.0,"To view our property from the comfort of your own home, please click the virtual tour button above! Virtual tours are for illustrative purposes only; exact suite finishes and layouts may vary by availability. *Please call for details.\n\nHealthy Suite Program in place for an added level of protection for you and your family before you move-in!\n\n \\- Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen\n\n \\- Microbe shield treatment of the high-touch areas including: All Doorknobs & Handles, Light switches, Taps & Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace\n\n Building Features  \n\n  * Professional Property Management trained to ensure that your home is clean and safe while confined to your suite\n  * Enhanced cleaning procedures in high traffic areas\n  * Property Vista available at all properties for ease of rental payments, maintenance requests, and communication with Property Management - all accessible from your personal device or online\n  * Overhauled furnished outdoor pool\n  * Visitor parking available for overnight guests\n  * Dedicated on-site management team\n  * Located in a mature neighbourhood with plenty of school and breathtaking parks\n  * Minutes away from the DVP, shopping, and dining\n\nSuite Details  \n\n  * Thorough cleaning of every suite before move-in\n  * Large, open-concept kitchen with new stainless steel appliances (fridge, stove, microwave range hood and dishwasher)\n  * Brand new luxury hardwood flooring in bedroom(s) and living areas\n  * Extra cupboard and counter space with kitchen island\n  * Quartz kitchen and bathroom countertops \n  * Ceramic tile in bathroom(s)\n  * Efficient LED lighting throughout\n  * Upgraded bathroom with new tub surround and contemporary tiles\n  * Private balcony in every suite\n  * *Suite finishes may vary by availability and suite type*\n\nUtilities Included:  \n\n  * Heat\n  * Water",,
Dufferin Crossing,Toronto,M6K 1Z6,1939.0,-79.4273328781128,43.639740058648385,Apartment,1.0,1.0,617.0,"DUFFERIN CROSSING - 295 DUFFERIN\n\n Ask about our leasing incentives!\n\n Open House by Appointment Only - Call Today!\n\nSituated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step, Dufferin Crossing is the building to be in. Building's exterior is being renovated and will have a wonderful new entrance.\n\nThis building has the luxury and convenience of downtown Toronto, but with apartment space of the suburbs! Each one of our units are oversized and has been fully upgraded, with 4 pc stainless steel appliances, granite countertops, new windows, hardwood flooring and much more! This highly secured building has on-site staff ensuring all tenants safety and needs are met all year round. \n\nDufferin Crossing was designed to offer comfortable and luxury for its residents, with large and well curated layouts. Choose one of our suites as your next home today and DMS Property Management Ltd. will ensure pure satisfaction!\n\n  COVID-19 Measures:\n\n To view our property from the comfort of your own home, scroll to the bottom for a virtual tour.\n\n Our on-site leasing consultants are also available to tour you through building amenities and available suites via a video call. Email us directly to schedule a call.\n\n Healthy Suite Program in place for an added level of protection for you and your family before you move-in!\n\n  * Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen\n  * Microbe shield treatment of the high-touch areas including: All Doorknobs & Handles, Light switches, Taps & Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace\n\n*Images and Pricing may not be an exact representation, please call or email to get further information.\n\n Location Details  \n\nLiberty Village is a neighbourhood in downtown Toronto, well known for its caf\u00e9s and restaurants. This area is continuously growing, with small businesses. It hosts fun festivals, markets, and other events all the time, which attracts a large sum of people each year. Downtown Toronto, provides its residents with the convenience of being steps away from all your needs, and the enjoyment of being an active member in the community.\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
580 The East Mall,Etobicoke,M9B 4A7,1923.0,-79.564339,43.6536452,Apartment,1.0,1.0,,,,
778 Broadview Avenue,Toronto,M4K 2P7,1469.0,-79.359162,43.6768957,Apartment,0.0,1.0,,,,
88 Erskine Ave.,Toronto,M4P 1Y3,1725.0,-79.3962196,43.7117715,Apartment,1.0,1.0,450.0,"Building Features  \n\n Look forward to:\n\n  * Newly overhauled indoor pool on the penthouse floor\n  * Brand new hot tub on the penthouse floor\n  * Newly renovated sun deck - entertain your guests with downtown Toronto as your backdrop!\n  * Fully-automated, cashier-less grocery market that is open 24-hours a day!\n  * Top of the line fitness facility - don't pay for a gym membership!\n  * 7-day a week concierge services - take care of your everyday needs including accepting all your packages\n  * Dedicated on-site management team\n  * Rent with Confidence - 88 Erskine is an approved Certified Rental Building (CRB)!\n  * Views of Toronto and surrounding areas from your suite - ask about our stunning North-facing suites\n  * 5-minute walk to the Eglinton Subway Station\n  * Metro, Cineplex VIP, Starbucks and fine dining just minutes away\n  * Indoor parking available\n  * Paid visitor parking available for your overnight guests\n  * Laundry facility open 24 hours a day - plenty of machines!\n\nSuite Details  \n\n  * Large, open-concept kitchen with new stainless steel appliances (fridge, stove, microwave range hood and dishwasher)\n  * Extra cupboard and counter space with kitchen island\n  * Quartz kitchen and bathroom countertops\n  * Brand new luxury hardwood flooring in bedroom(s) and living areas\n  * Ceramic tile in bathroom(s)\n  * Efficient LED lighting throughout, including pendant drop lighting in the kitchen\n  * Upgraded bathroom with new tub surround and contemporary tiles\n  * Private new balcony in every suite\n\nUtilities Included:  \n\n  * Heat\n  * Water",,
Riverview Apartments,North York,M9N 1Z3,1824.0,-79.5297552,43.7053384,Apartment,1.0,1.0,0.0,"Offering completelycontactless rentals! Search, rent and move in without having to meet us in person.\n\nIdeal for commuters, Riverview Apartments offers easy access to downtown Toronto in a more serene location. Located in the city's northwest neighbourhood of Humber Heights-Westmount, residents will enjoy the suburban pleasures of relaxation, comfort and convenience.\n\nRiverview Apartments is distinguished for its modern and bright high rise detailing as well as its manicured landscaping and gardens.Attracting professionals, mature couples and starting families, Riverview Apartments has become a location our residents are proud to call home.\n\n Location Details  \n\nAPARTMENTS IN TORONTO \n\nLife at Riverview Apartments is convenient, clean, modern, bright... need we say more? Our one and two bedroom apartment floor plans are appealing to a wide spectrum of lifestyles and needs. Located in the NW Toronto neighbourhood of Humber-Westmount, Riverview Apartments offers a wide variety of amenities at our doorstep.\n\nOur modern and bright apartment home complex is sure to appeal to area professionals, retirees and couples, with a selection of upscale and newly-renovated designs to choose from.\n\nBook your tour of Riverview Apartments by calling 647-483-2660, and discover how perfectly-suited we are to your life's needs and demands. You'll soon see what makes Humber-Westmount such an enviable location!\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
1660 Bathurst Street,York,M5P 3K1,1513.0,-79.4232358,43.6952196,Apartment,0.0,1.0,,,,
70 Spadina Road,Toronto,M5R2T6,1587.0,-79.4056939,43.6704926,Apartment,0.0,1.0,,,,
Brownstone on Wallace - 35 Elsie Lane,Toronto,M6P 3N3,3150.0,-79.4512231,43.6603258,Accommodation,,,,,,
